,country_year_id,country_name_ltn,country_name_off,country_code_nuts,country_code_iso,nuts_ltn,nuts_id,year,id,gend,age,income_quintile,income_text,income_cur,income_time,method,income_group,TRT_people,TRT_govt_local,TRT_govt_national,TRT_inst_eu,TRT_police,TRT_prosecutors,TRT_pda,TRT_judges,TRT_media,TRT_pparties,TRT_parliament,ATC_recruitment_public,ATC_brbrequest_public,ATC_brboffer_public,ATC_embezz_priv,ATC_embezz_community,ATC_brbrequest_police,COR_parliament,COR_govt_national,COR_govt_local,COR_judges,COR_prosecutors,COR_pda,COR_police,COR_landreg,COR_carreg,COR_pparties,COR_inst_eu,ORC_business_culture,ORC_pconnections,ORC_corimpact,ORC_govtefforts,ORC_impartial_measures,ORC_citizen_fight,COR_3year_change,BRB_permit_A,BRB_benefits_A,BRB_id_A,BRB_school_A,BRB_health_A,BRB_permit_B,BRB_benefits_B,BRB_id_B,BRB_school_B,BRB_health_B,IPR_rights,IPR_easy2read,IPR_easy2find,IPR_easy2find_online,IRE_govtbudget,IRE_govtcontracts,IRE_disclosure,IRE_campaign,SEC_walking,SEC_home,SEC_children,SEC_women,SEC_lgbt,SEC_immigrant,SEC_race,SEC_street,SEC_orgcrime,SEC_police,DIS_sex,DIS_age,DIS_health,DIS_ethni,DIS_migration,DIS_ses,DIS_location,DIS_religion,DIS_family,DIS_gender,DIS_politics,DIS_exp_1,DIS_exp_2,DIS_exp_3,DIS_exp_4,DIS_exp_5,DIS_exp_6,DIS_exp_7,DIS_exp_8,DIS_exp_9,DIS_exp_10,DIS_exp_11,DIS_exp_12,DIS_exp_98,DIS_exp_99,AJP_A1_bin,AJP_A2_bin,AJP_A3_bin,AJP_B1_bin,AJP_B2_bin,AJP_B3_bin,AJP_B4_bin,AJP_C1_bin,AJP_C2_bin,AJP_C3_bin,AJP_C4_bin,AJP_D1_bin,AJP_D2_bin,AJP_D3_bin,AJP_D4_bin,AJP_D5_bin,AJP_D6_bin,AJP_E1_bin,AJP_E2_bin,AJP_E3_bin,AJP_F1_bin,AJP_F2_bin,AJP_G1_bin,AJP_G2_bin,AJP_G3_bin,AJP_H1_bin,AJP_H2_bin,AJP_H3_bin,AJP_I1_bin,AJP_J1_bin,AJP_J2_bin,AJP_J3_bin,AJP_J4_bin,AJP_K1_bin,AJP_K2_bin,AJP_K3_bin,AJP_L1_bin,AJP_L2_bin,AJP_A1_sev,AJP_A2_sev,AJP_A3_sev,AJP_B1_sev,AJP_B2_sev,AJP_B3_sev,AJP_B4_sev,AJP_C1_sev,AJP_C2_sev,AJP_C3_sev,AJP_C4_sev,AJP_D1_sev,AJP_D2_sev,AJP_D3_sev,AJP_D4_sev,AJP_D5_sev,AJP_D6_sev,AJP_E1_sev,AJP_E2_sev,AJP_E3_sev,AJP_F1_sev,AJP_F2_sev,AJP_G1_sev,AJP_G2_sev,AJP_G3_sev,AJP_H1_sev,AJP_H2_sev,AJP_H3_sev,AJP_I1_sev,AJP_J1_sev,AJP_J2_sev,AJP_J3_sev,AJP_J4_sev,AJP_K1_sev,AJP_K2_sev,AJP_K3_sev,AJP_L1_sev,AJP_L2_sev,AJP_problem,AJD_selfemployment,AJD_violence,AJD_information,AJD_inst_advice,AJD_adviser_1,AJD_adviser_2,AJD_adviser_3,AJD_adviser_4,AJD_adviser_5,AJD_adviser_6,AJD_adviser_7,AJD_adviser_8,AJD_adviser_9,AJD_adviser_98,AJD_adviser_99,AJD_expert_adviser,AJD_noadvice_reason,AJR_resolution,AJR_noresol_reason,AJR_state_noresol,AJR_settle_noresol,AJR_court_bin,AJR_court_contact,AJR_police_bin,AJR_police_contact,AJR_office_bin,AJR_office_contact,AJR_relig_bin,AJR_relig_contact,AJR_arbitration_bin,AJR_arbitration_contact,AJR_appeal_bin,AJR_appeal_contact,AJR_other_bin,AJR_other_contact,AJR_state_resol,AJR_settle_resol,AJR_fair,AJR_slow,AJR_expensive,AJR_outcome,AJR_solvingtime,AJR_solvingcosts,AJR_costdiff,AJR_satis_outcome,AJR_satis_ongoing,AJE_description_1,AJE_description_2,AJE_description_3,AJE_description_4,AJE_description_5,AJE_description_6,AJE_description_7,AJE_description_8,AJE_description_98,AJE_description_99,AJE_legalrights,AJE_infosource,AJE_advice,AJE_fairoutcome,AJE_health,AJE_emotional,AJE_income,AJE_drugs,AJE_offwork_time,AJE_income_loss,AJE_healthcare,AJE_healthcare_visits,AJE_hospital,AJE_hospital_time,CPA_law_langaval,CPA_media_freeop,CPA_cleanelec_local,CPA_freevote,CPA_freepolassoc,CPA_partdem_congress,CPA_partdem_localgvt,CPA_freemedia,CPA_cons_cso,CPA_cons_citizen,CPA_protest,CPA_consultation,CPA_cso,CPB_compl_pservices,CPB_compl_officials,CPB_freeassoc,CPB_unions,CPB_freexp,CPB_community,CPB_freemedia,CPB_freexp_cso,CPB_freexp_pp,CPB_freeassem,CPB_protest,CPB_consultation,CPB_cso,CP_protest,CP_consultation,CP_cso,LEP_lawacts,LEP_investigations,LEP_rightsresp,LEP_accountability,LEP_exforce,LEP_bribesreq,LEP_bribesacc,LEP_accusation,LEP_pdaperformance,CJP_effective,CJP_efficient,CJP_access,CJP_consistent,CJP_fairpunishment,CJP_resprights,CJP_egalitarian,CJP_fairtrial,CJP_victimsupport,CJP_proofburden,CJP_saferights,CTZ_gendereq_A,CTZ_consrights_A,CTZ_laborcond_A,CTZ_envprotect_A,CTZ_euvalues_A,CTZ_headgovteval_A,CTZ_localgovteval_A,PAB_censorinfo,PAB_censorvoices,PAB_blamesoc,PAB_blameext,PAB_freecourts,PAB_overcourts,PAB_judgeprom,PAB_attackopp,PAB_prosecuteopp,CTZ_accountability_A,LEP_safecom,LEP_safefam,LEP_policehelp,LEP_kindpol,LEP_indpolinv,LEP_indprosecutors,LEP_polservpeopl,LEP_polservcom,JSE_rightsaware,JSE_access2info,JSE_access2assis,JSE_affordcosts,JSE_quickresol,JSE_fairoutcomes,JSE_equality,JSE_freecorr,JSE_polinfluence,JSE_indjudges,JSE_fairtrial,JSE_enforce,JSE_mediation,CTZ_gendereq_B,CTZ_consrights_B,CTZ_laborcond_B,CTZ_envprotect_B,CTZ_euvalues_B,CTZ_headgovteval_B,CTZ_localgovteval_B,PAB_misinfo,PAB_distract,PAB_credibility,PAB_centralize,PAB_attackmedia,PAB_prosecutejourn,PAB_emergpower,PAB_attackelect,PAB_manipulelect,CTZ_accountability_B,CTZ_gendereq,CTZ_consrights,CTZ_laborcond,CTZ_envprotect,CTZ_euvalues,CTZ_headgovteval,CTZ_localgovteval,CTZ_accountability,ROL_equality_sig,ROL_indcontrols_sig,ROL_abusepower_sig,ROL_corruption_sig,ROL_constprotection_sig,ROL_courtrulings_sig,ROL_freespeech_sig,ROL_indgovtbodies_sig,ROL_csoinput_sig,ROL_civilobedience_sig,ROL_equality_imp,ROL_indcontrols_imp,ROL_abusepower_imp,ROL_corruption_imp,ROL_constprotection_imp,ROL_courtrulings_imp,ROL_freespeech_imp,ROL_indgovtbodies_imp,ROL_csoinput_imp,ROL_civilobedience_imp,KNW_rol_1,KNW_rol_2,KNW_rol_3,KNW_rol_98,KNW_rol_99,KNW_justice_1,KNW_justice_2,KNW_justice_3,KNW_justice_98,KNW_justice_99,KNW_governance_1,KNW_governance_2,KNW_governance_3,KNW_governance_98,KNW_governance_99,relig,ethni,ethni_groups,nation,fin,edu,emp,work,wagreement,marital,mcertificate,disability,disability2,politics,polid,voteintention,incpp,A1,A2,A3,A4,A5_1,A5_2,A5b,A5c,A6,A7,income2,PSU,SSU,interview_length,city,region,urban,B1,B2,B3,qpi1,qpi2a,qpi2b,qpi2c,qpi2d,qpi2e,qpi2f,qpi3a,qpi3b,qpi3c,qpi3d,COLOR,dweight,Strata,avg_time_withA2J,avg_time_noA2J
0,Austria_2024_2,Austria,Österreich,AT,AUT,Ostoesterreich,AT1,2024.0,2.0,Female,22,99.0,No answer,,,Online,H,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,,,,,,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,No answer,No answer,No Answer,No Answer,,,No Answer,,No answer,,No answer,99,,,1,No answer,No answer,No answer,No,No,No answer,,No answer,No answer,1.0,,,9.0445,,,Urban,,,,,,,,,,,,,,,,,,,44.424015
1,Austria_2024_3,Austria,Österreich,AT,AUT,Ostoesterreich,AT1,2024.0,3.0,Female,22,2.0,2nd quintile range,,,Online,H,A lot,A lot,A lot,Some,Some,Some,Some,Some,A lot,A lot,Some,Sometimes acceptable,Usually acceptable,Not acceptable,Not acceptable,Always acceptable,Usually acceptable,No answer,Don't know,Most of them,Some of them,All of them,Some of them,All of them,Some of them,None,Most of them,Most of them,Disagree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Increased,No,Don't know,No,No,Yes,,,,,No,Agree,Agree,Agree,Agree,Likely,Likely,Likely,Likely,Very safe,Safe,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,10.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,C1,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,,No,"I did not know what to do, where to go, or how to do it","Done with, problem fully resolved","You moving away from the problem (e.g. moving homes, changing jobs)",,,,,,,,,,,,,,,,,No,Yes,Yes,Mostly not in my favor,2.0,Yes,Difficult,Very dissatisfied,,No,No,No,Yes,No,Yes,No,No,No,No,Agree,Agree,Agree,Disagree,No,No,Yes,Don't know,5.0,0.0,No,,No,,Disagree,Don't know,Don't know,Don't know,Don't know,Don't know,Disagree,Don't know,Disagree,Disagree,Don't know,Don't know,Don't know,,,,,,,,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,No answer,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Neither good nor bad (fair),Don't know,Don't know,Disagree,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Neither good nor bad (fair),Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,,,,,Fair,Rechte,Schutz,,,,,,,,,,,Foreigner,Can buy basic products but buying clothes is difficult,Bachelor's Degree,Looked for work,,,Single,,No,,A little interested,5,,,2,No,Daily,Yes,No,Yes,Yes,A rental contract or lease,No,1,1600.0,,,13.392666666666665,,,Urban,,,,,,,,,,,,,,,,,,36.65253,
2,Austria_2024_5,Austria,Österreich,AT,AUT,Ostoesterreich,AT1,2024.0,5.0,Male,32,5.0,5th quintile range,,,Online,H,A little,A little,A little,No trust,Some,A lot,Some,A lot,No trust,No trust,No trust,Not acceptable,Not acceptable,Not acceptable,Not acceptable,Not acceptable,Not acceptable,Most of them,Some of them,Don't know,Don't know,Don't know,Don't know,Don't know,Some of them,Don't know,Most of them,Some of them,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Increased,No,No,Yes,No,Yes,,,No,,No,Disagree,Disagree,Don't know,Disagree,Very unlikely,Unlikely,Very unlikely,Very unlikely,Safe,Safe,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,No,No,No,No,,,,,,,,,,,,,I did not think I needed advice,No,I thought the problem was not important enough or easy to resolve,"Done with, problem fully resolved",Agreement between you and the other party,,,,,,,,,,,,,,,,,Yes,Yes,No,Somewhat in my favor,1.0,No,,Satisfied,,No,Yes,No,No,No,No,Yes,No,No,No,Strongly disagree,Disagree,Disagree,Agree,No,No,No,No,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Agree,Strongly disagree,Agree,Don't know,Strongly disagree,Disagree,Disagree,Agree,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Don't know,Agree,Agree,Don't know,Don't know,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Don't know,Don't know,Agree,Disagree,Agree,Strongly disagree,Don't know,Bad,Good,Strongly agree,Strongly agree,Strongly agree,Don't know,Disagree,Disagree,Don't know,Strongly disagree,Disagree,"An investigation is opened, but it never reaches any conclusions",Agree,Disagree,Agree,Strongly disagree,Don't know,Bad,Good,"An investigation is opened, but it never reaches any conclusions",Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Not so important,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Maybe, somewhat",Gericht,Polizei,Urteil,,,,,,,,,,,,,,,,National [Citizen],"Can buy long-term goods, but cannot buy expensive goods",High School Diploma or equivalent,Did not work,,,Domestic partnership/living as married,,No,,Not interested at all,8,,,3,No,Daily,Yes,Yes,Yes,Yes,A rental contract or lease,Yes,1,88000.0,,,27.035833333333336,,,Urban,,,,,,,,,,,,,,,,,,36.65253,
3,Austria_2024_6,Austria,Österreich,AT,AUT,Ostoesterreich,AT1,2024.0,6.0,Female,21,2.0,2nd quintile range,,,Online,H,No trust,A little,No trust,A little,A little,A little,A little,A little,Don't know,No trust,A little,Sometimes acceptable,Not acceptable,Not acceptable,Not acceptable,Not acceptable,Don't know,Most of them,Some of them,Most of them,Some of them,Some of them,Some of them,None,Some of them,None,Some of them,Some of them,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Increased,Don't know,No answer,No,No,Yes,,,,,Don't know,Disagree,Agree,Agree,Strongly disagree,Likely,Unlikely,Very unlikely,Very unlikely,Safe,Safe,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,G2,,No,No,No,,,,,,,,,,,,,Advisers were too far away or it would take too much time,No,I was confident I could resolve it by myself,"Done with, but problem persists",None of these,,,,,,,,,,,,,,,,,Yes,No,Yes,No answer,6.0,No,,Satisfied,,No,No,No,No,No,Yes,No,No,No,No,Strongly disagree,Agree,Don't know,Agree,Yes,No,No,No,0.0,0.0,Yes,25.0,Yes,5.0,Agree,Agree,Agree,Agree,Disagree,Don't know,Agree,Agree,Agree,Agree,No,No,No,,,,,,,,,,,,,,No,No,No,Disagree,Don't know,Don't know,Agree,Agree,Disagree,Don't know,Disagree,Disagree,Not very confident,Not very confident,Not very confident,Fairly confident,Fairly confident,Fairly confident,Not very confident,Fairly confident,Fairly confident,Not very confident,Not very confident,Strongly agree,Don't know,Agree,Agree,Disagree,Bad,Bad,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,"An investigation is opened, but it never reaches any conclusions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Don't know,Agree,Agree,Disagree,Bad,Bad,"An investigation is opened, but it never reaches any conclusions",Not important at all,Important,Not so important,Don't know,Important,Important,Important,Important,Not so important,Important,"Maybe, somewhat",No answer,"No, it's already fine",Don't know,No answer,No answer,"No, it's already fine","Maybe, somewhat",Yes,"Maybe, somewhat",,,,,,,,,,,Bundespräsident,Oberhaupt,,,,,,,National [Citizen],"Can buy long-term goods, but cannot buy expensive goods",Middle School Diploma,Worked,Private sector worker,A written agreement,Single,,No,,Not interested at all,5,,,1,No,Daily,Yes,Yes,Yes,No answer,,No answer,0,1500.0,,,167.27349999999998,,,Rural,,,,,,,,,,,,,,,,,,36.65253,
4,Austria_2024_7,Austria,Österreich,AT,AUT,Ostoesterreich,AT1,2024.0,7.0,Male,54,5.0,5th quintile range,,,Online,H,No trust,A little,Some,Some,A lot,Some,No trust,No trust,Some,A little,A little,Sometimes acceptable,Not acceptable,Not acceptable,Not acceptable,Not acceptable,Not acceptable,Some of them,Some of them,Some of them,Some of them,Don't know,Some of them,Some of them,Some of them,None,Some of them,Some of them,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Remained the same,Yes,Yes,No,No,Yes,No,No,,,No,Agree,Disagree,Agree,Agree,Don't know,Very unlikely,Unlikely,Very unlikely,Very safe,Very safe,Don't know,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,2.0,,K1,No,No,No,No,,,,,,,,,,,,,I did not think I needed advice,No,I was confident I could resolve it by myself,"Done with, problem fully resolved",Agreement between you and the other party,,,,,,,,,,,,,,,,,No,No,Yes,Don't know,1.0,Yes,Somewhat easy,Dissatisfied,,No,No,No,No,No,No,Yes,No,No,No,Agree,Strongly agree,Agree,Agree,No,No,Yes,Yes,0.0,0.0,No,,No,,,,,,,,,,,,,,,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Don't know,Agree,Don't know,Agree,No,Yes,Yes,No,Yes,Yes,Agree,Don't know,Agree,Agree,Agree,Don't know,Strongly agree,Don't know,Agree,Not at all confident,Not at all confident,Not very confident,Not very confident,Not at all confident,Not very confident,Not very confident,Not very confident,Not very confident,Not very confident,Fairly confident,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Neither good nor bad (fair),Good,Disagree,Disagree,Agree,Don't know,Agree,Don't know,Agree,Disagree,Strongly disagree,The high-ranking government officer is prosecuted and punished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Neither good nor bad (fair),Good,The high-ranking government officer is prosecuted and punished,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Not so important,Yes,Yes,Yes,"Maybe, somewhat",Yes,Yes,Yes,"Maybe, somewhat",Yes,"Maybe, somewhat",Legislative,Judikative,Exekutive,,,,,,,,,,,,,,,,National [Citizen],"Can buy long-term goods, but cannot buy expensive goods",High School Diploma or equivalent,Worked,Private sector worker,A written agreement,Married,Yes,Yes,Physical,Very interested,3,,,2,No,Daily,Yes,Yes,Yes,No,,Yes,2,6500.0,,,159.60266666666666,,,Rural,,,,,,,,,,,,,,,,,,36.65253,
5,Austria_2024_13,Austria,Österreich,AT,AUT,Ostoesterreich,AT1,2024.0,13.0,Female,18,1.0,1st quintile range,,,Online,H,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Don't know,Don't know,Don't know,A lot,Always acceptable,Always acceptable,Always acceptable,Always acceptable,Sometimes acceptable,Always acceptable,Some of them,Most of them,Some of them,Some of them,None,Some of them,Some of them,Some of them,None,Some of them,Some of them,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Significantly increased,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Likely,Very likely,Likely,Very likely,Very safe,Very safe,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10.0,10.0,3.0,1.0,10.0,2.0,3.0,3.0,1.0,10.0,0.0,3.0,10.0,99.0,98.0,10.0,98.0,10.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,10.0,1.0,10.0,98.0,0.0,3.0,2.0,0.0,10.0,0.0,98.0,H3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Yes,,,,Yes,Myself (or someone on my behalf),Yes,Myself (or someone on my behalf),Yes,Myself (or someone on my behalf),Yes,Myself (or someone on my behalf),Yes,Myself (or someone on my behalf),Yes,Myself (or someone on my behalf),Yes,The other party,Ongoing,,,,,,,,,,Very satisfied,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Yes,Yes,10.0,2.0,Yes,20.0,Yes,1.0,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Very Good,Very Good,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,The accusation is completely ignored by the authorities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Very Good,Very Good,The accusation is completely ignored by the authorities,Important,Important,Important,Important,Essential,Important,Important,Essential,Important,Essential,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,,,,,,Stefan,Marinkovic,Qins,,,,,,,,,,,National [Citizen],Money is not enough even for basic necessities and buying clothes is difficult,None,Looked for work,,,Single,,Yes,Physical,Very interested,1,,,1,Yes,Daily,Yes,Yes,No,Yes,"A title, deed, or certificate of ownership",Yes,1,200.0,,,13.215333333333332,,,Urban,,,,,,,,,,,,,,,,,,36.65253,
6,Austria_2024_14,Austria,Österreich,AT,AUT,Ostoesterreich,AT1,2024.0,14.0,Female,20,1.0,1st quintile range,,,Online,H,No trust,No answer,No trust,A little,Some,A little,A little,A lot,No trust,No trust,No trust,Not acceptable,Not acceptable,Not acceptable,Not acceptable,Not acceptable,Sometimes acceptable,Some of them,Some of them,Some of them,Some of them,Most of them,Some of them,Some of them,Some of them,Some of them,Some of them,Some of them,No answer,Strongly disagree,No answer,Disagree,Agree,Disagree,Increased,No,No,No,No,No,,,,,,Agree,Disagree,Agree,Agree,Likely,Likely,Likely,Likely,Very unsafe,Very unsafe,No,Yes,Yes,Yes,Yes,No,Don't know,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,No,Yes,No,Don't know,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,3.0,,,,,,10.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,D5,,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,,No,Scared of the consequences / The other party is much more powerful,Too early to say,,,,,,,,,,,,,,,,,,,,,,,,,,Dissatisfied,Yes,No,Yes,Yes,No,No,No,No,No,No,Agree,Disagree,Agree,Strongly disagree,Yes,Yes,No,No,0.0,0.0,Yes,10.0,No,,,,,,,,,,,,,,,Agree,Agree,Disagree,Don't know,Agree,Don't know,Agree,Agree,Don't know,Strongly agree,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Don't know,Disagree,Don't know,Don't know,Don't know,Don't know,Disagree,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Agree,Agree,Don't know,Neither good nor bad (fair),Agree,Agree,Agree,Don't know,Don't know,Don't know,Strongly agree,Don't know,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Don't know,Neither good nor bad (fair),Don't know,Essential,Important,Don't know,Don't know,Don't know,Not so important,Don't know,Don't know,Don't know,Important,Don't know,Don't know,Don't know,Don't know,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,,,,,,,,,,,,,,,,,,,National [Citizen],"Can buy long-term goods, but cannot buy expensive goods",Vocational Education,Worked,Don't Know,A written agreement,Domestic partnership/living as married,,Yes,Both,Not interested at all,5,,,2,No,Daily,Yes,Yes,Yes,Yes,A rental contract or lease,Yes,2,1600.0,,,37.41866666666667,,,Urban,,,,,,,,,,,,,,,,,,36.65253,
